time,o,h,l,c,volume,complete
2020-08-11 10:21:30,1.1794,1.1794,1.17915,1.17918,70,True
2020-08-11 10:22:00,1.17916,1.17935,1.17916,1.17922,54,True
2020-08-11 10:22:30,1.1792,1.17927,1.17916,1.17927,38,True
2020-08-11 10:23:00,1.17928,1.17936,1.17922,1.17924,23,True
2020-08-11 10:23:30,1.17926,1.17948,1.17926,1.17948,57,True
2020-08-11 10:24:00,1.1795,1.1795,1.17942,1.17942,20,True
2020-08-11 10:24:30,1.17941,1.17942,1.17928,1.17937,27,True
2020-08-11 10:25:00,1.17935,1.17941,1.17923,1.17934,59,True
2020-08-11 10:25:30,1.17936,1.17942,1.1792,1.17937,58,True
2020-08-11 10:26:00,1.17936,1.17938,1.17934,1.17934,19,True
2020-08-11 10:26:30,1.17936,1.17946,1.17934,1.17943,26,True
2020-08-11 10:27:00,1.17944,1.17965,1.17942,1.17964,49,True
2020-08-11 10:27:30,1.17965,1.17974,1.17963,1.17963,35,True
2020-08-11 10:28:00,1.17964,1.17966,1.17954,1.1796,18,True
2020-08-11 10:28:30,1.17958,1.17958,1.17953,1.17956,22,True
2020-08-11 10:29:00,1.17958,1.17963,1.17956,1.17956,16,True
2020-08-11 10:29:30,1.17958,1.17962,1.17954,1.17962,37,True
2020-08-11 10:30:00,1.1796,1.1796,1.17942,1.17952,33,True
2020-08-11 10:30:30,1.17952,1.17954,1.17943,1.17943,21,True
2020-08-11 10:31:00,1.17942,1.17954,1.17938,1.17953,22,True
2020-08-11 10:31:30,1.17952,1.17974,1.17952,1.17972,39,True
2020-08-11 10:32:00,1.17974,1.17974,1.17964,1.17964,27,True
2020-08-11 10:32:30,1.17962,1.17966,1.17956,1.17962,34,True
2020-08-11 10:33:00,1.17964,1.17982,1.17964,1.17982,26,True
2020-08-11 10:33:30,1.17984,1.17988,1.17974,1.17978,42,True
2020-08-11 10:34:00,1.17979,1.17979,1.17972,1.17976,19,True
2020-08-11 10:34:30,1.17974,1.17978,1.17972,1.17978,18,True
2020-08-11 10:35:00,1.17976,1.17988,1.17974,1.17978,26,True
2020-08-11 10:35:30,1.17979,1.17982,1.17973,1.17982,41,True
2020-08-11 10:36:00,1.17981,1.17981,1.17975,1.17978,24,True
2020-08-11 10:36:30,1.1798,1.17992,1.17976,1.17992,28,True
2020-08-11 10:37:00,1.1799,1.17998,1.17984,1.17988,49,True
2020-08-11 10:37:30,1.1799,1.1801,1.17988,1.18008,43,True
2020-08-11 10:38:00,1.18006,1.1808,1.18005,1.18018,199,True
2020-08-11 10:38:30,1.1802,1.18032,1.18017,1.18024,45,True
2020-08-11 10:39:00,1.18026,1.18029,1.17986,1.17986,54,True
2020-08-11 10:39:30,1.17988,1.17988,1.17982,1.17987,34,True
2020-08-11 10:40:00,1.17988,1.18011,1.17988,1.17992,64,True
2020-08-11 10:40:30,1.1799,1.17992,1.17976,1.17982,73,True
2020-08-11 10:41:00,1.17984,1.17997,1.17976,1.17997,87,True
2020-08-11 10:41:30,1.17999,1.18003,1.17978,1.17986,44,True
2020-08-11 10:42:00,1.17984,1.17988,1.17962,1.17964,88,True
2020-08-11 10:42:30,1.17964,1.17974,1.1795,1.17972,73,True
2020-08-11 10:43:00,1.1797,1.17976,1.17966,1.17966,45,True
2020-08-11 10:43:30,1.17966,1.17966,1.1795,1.17958,74,True
2020-08-11 10:44:00,1.17956,1.17967,1.17955,1.17966,47,True
2020-08-11 10:44:30,1.17964,1.17974,1.17962,1.17962,50,True
2020-08-11 10:45:00,1.17964,1.17976,1.17962,1.17972,36,True
2020-08-11 10:45:30,1.17974,1.1799,1.17968,1.17974,43,True
2020-08-11 10:46:00,1.17972,1.17977,1.1797,1.17972,50,True
2020-08-11 10:46:30,1.17971,1.17985,1.17971,1.17983,35,True
2020-08-11 10:47:00,1.17981,1.18,1.17978,1.18,43,True
2020-08-11 10:47:30,1.18002,1.18002,1.17984,1.17987,80,True
2020-08-11 10:48:00,1.17986,1.17988,1.17962,1.17964,50,True
2020-08-11 10:48:30,1.17962,1.17976,1.1796,1.1797,31,True
2020-08-11 10:49:00,1.17972,1.17976,1.17958,1.17966,55,True
2020-08-11 10:49:30,1.17966,1.17966,1.17959,1.17962,22,True
2020-08-11 10:50:00,1.17963,1.17976,1.17958,1.17969,47,True
2020-08-11 10:50:30,1.17968,1.17968,1.1796,1.17963,30,True
2020-08-11 10:51:00,1.17962,1.17968,1.17955,1.17956,35,True
2020-08-11 10:51:30,1.17958,1.17958,1.17936,1.17942,88,True
2020-08-11 10:52:00,1.17943,1.17951,1.17932,1.17946,54,True
2020-08-11 10:52:30,1.17948,1.17951,1.1794,1.17946,50,True
2020-08-11 10:53:00,1.17948,1.17956,1.17938,1.17938,58,True
2020-08-11 10:53:30,1.17939,1.17944,1.17936,1.17936,33,True
2020-08-11 10:54:00,1.17935,1.17935,1.17922,1.17929,27,True
2020-08-11 10:54:30,1.1793,1.17934,1.17912,1.17916,80,True
2020-08-11 10:55:00,1.17916,1.17944,1.17916,1.17944,94,True
2020-08-11 10:55:30,1.17942,1.17952,1.1794,1.17947,66,True
2020-08-11 10:56:00,1.17946,1.17947,1.1794,1.17942,21,True
2020-08-11 10:56:30,1.1794,1.1795,1.17937,1.17949,22,True
2020-08-11 10:57:00,1.1795,1.17958,1.17948,1.17952,25,True
2020-08-11 10:57:30,1.17951,1.17954,1.17936,1.17939,45,True
2020-08-11 10:58:00,1.17938,1.17938,1.17922,1.17922,35,True
2020-08-11 10:58:30,1.1792,1.1792,1.17894,1.17898,68,True
2020-08-11 10:59:00,1.179,1.17908,1.17896,1.17896,44,True
2020-08-11 10:59:30,1.17898,1.17914,1.17894,1.17912,64,True
2020-08-11 11:00:00,1.17914,1.17914,1.17886,1.1789,73,True
2020-08-11 11:00:30,1.17892,1.17893,1.17878,1.1788,81,True
2020-08-11 11:01:00,1.17879,1.17879,1.17868,1.17878,72,True
2020-08-11 11:01:30,1.1788,1.17882,1.17858,1.17868,115,True
2020-08-11 11:02:00,1.1787,1.17872,1.17856,1.17862,79,True
2020-08-11 11:02:30,1.17861,1.17861,1.17848,1.1785,64,True
2020-08-11 11:03:00,1.17852,1.17858,1.17838,1.17844,80,True
2020-08-11 11:03:30,1.17844,1.17853,1.17836,1.17846,102,True
2020-08-11 11:04:00,1.17844,1.17854,1.17842,1.17842,53,True
2020-08-11 11:04:30,1.17844,1.1785,1.1784,1.1784,54,True
2020-08-11 11:05:00,1.17842,1.1785,1.1784,1.17841,44,True
2020-08-11 11:05:30,1.17842,1.17842,1.1783,1.17833,72,True
2020-08-11 11:06:00,1.17834,1.17834,1.17825,1.17825,42,True
2020-08-11 11:06:30,1.17826,1.17838,1.17824,1.17836,43,True
2020-08-11 11:07:00,1.17835,1.17865,1.17832,1.17861,76,True
2020-08-11 11:07:30,1.17862,1.17867,1.1786,1.17866,40,True
